-45,293,693,43,-12056379
166,143,471,48,-16542621
-44,281,591,48,-5686721
41,548,799,42,-14167595
157,235,939,42,-7949546
-44,-14,381,40,-5433721
197,582,362,44,-6650998
553,440,46,46,-10582483
285,50,594,47,-15241892
171,360,543,44,-6220477
435,437,866,46,-3895473
-23,220,163,48,-3005822
307,374,152,42,-9211257
580,649,555,41,-9069091
366,299,354,46,-15538326
-15,748,7,46,-2560536
-81,707,23,47,-10609447
240,196,872,40,-7290235
137,-7,539,43,-6996926
555,121,858,49,-11880990
238,748,952,42,-8329599
282,68,493,42,-501530
-110,424,546,44,-4095786
193,537,95,41,-15961889
224,265,116,43,-5839452
200,257,682,47,-9166985
138,171,561,40,-3969315
278,182,924,47,-14892642
98,454,414,42,-12359516
499,562,807,44,-5000395
465,488,304,46,-4248113
232,659,37,41,-11055523
172,512,490,40,-2199807
83,322,684,42,-11451077
623,522,331,47,-7125038
441,677,558,43,-14343282
-59,548,273,49,-10751911
2,311,418,43,-1388381
233,568,214,46,-5280664
496,375,835,42,-5720216
278,470,327,42,-7081399
31,288,417,45,-75710
647,299,686,40,-1088668
210,462,268,46,-11771302
491,275,507,42,-9974005
142,734,867,43,-2525936
93,62,232,44,-9117832
279,656,218,41,-4585810
624,152,785,44,-7440841
-36,171,713,46,-905882
-104,229,591,49,-9561481
-92,629,324,44,-4277521
643,634,670,46,-12020966
-22,161,105,40,-9498479
400,528,554,48,-16535945
142,517,694,46,-2503392
18,335,727,41,-2424944
421,633,566,44,-8029617
117,103,737,47,-3005667
513,251,577,41,-3701587
119,425,478,40,-13753982
385,717,310,48,-5541342
-11,575,397,43,-9302557
81,269,736,49,-14957959
496,529,672,48,-14409311
435,577,920,43,-9404383
625,66,426,46,-16137811
507,229,50,47,-6965476
375,167,900,48,-9154011
76,586,170,48,-12114954
94,506,446,43,-12029809
249,529,752,41,-8540037
602,40,344,40,-13037613
438,432,507,49,-7880175
525,346,166,45,-12901752
154,579,991,48,-263297
528,213,337,47,-10355842
88,65,815,42,-6919809
-68,739,645,47,-5100746
502,405,204,49,-15971709
131,266,545,48,-1529648
-118,540,931,43,-1128261
87,297,511,49,-2753736
-90,546,127,43,-13165349
-36,279,412,43,-3923443
95,518,631,46,-6597068
91,449,616,41,-764850
99,189,448,49,-7067496
-29,282,357,42,-9441067
115,421,668,45,-122915
598,329,70,43,-9119972
-37,658,557,42,-10650935
567,-16,25,46,-4983758
31,494,893,41,-5068422
520,589,198,40,-11872262
381,276,179,41,-15670310
426,493,260,41,-12615381
222,698,336,42,-14096327
635,-12,593,42,-13289057
481,252,300,40,-7068031
320,40,201,42,-648533
191,543,532,43,-12455727
627,259,571,47,-5788382
99,585,631,47,-4909391
49,620,999,46,-14173832
-24,237,904,40,-16595808
149,-38,565,41,-7998648
426,210,808,40,-14785366
416,4,632,46,-15536737
167,-36,434,46,-15538639
130,-48,476,43,-367942
68,728,545,49,-12719491
659,431,922,41,-14138480
564,470,444,40,-182128
450,400,461,43,-9814897
581,353,805,42,-14704844
528,260,770,46,-5683006
646,199,338,43,-15498189
312,-42,86,45,-10564885
346,545,17,48,-16523176
-23,334,303,48,-15599995
-26,6,153,41,-1414486
-60,500,411,44,-9321858
187,63,308,40,-13638702
452,321,781,42,-9103421
-43,512,3,48,-10831425
133,612,371,41,-12708934
239,437,240,41,-2756543
190,748,86,44,-3094529
-116,123,579,45,-8078837
174,690,49,47,-5491505
90,517,471,41,-13736024
310,406,442,44,-8342993
9,747,181,49,-11759909
610,11,823,40,-15094828
-38,280,822,44,-11739275
-37,222,265,47,-12530532
102,48,857,43,-8455790
612,629,200,49,-1271687
238,492,911,41,-12897443
-33,588,921,44,-9163206
-25,334,992,49,-14060050
22,242,688,48,-10956220
176,516,121,44,-4708173
176,323,408,47,-16148921
32,-40,87,49,-12255580
315,364,100,40,-9011173
360,100,592,49,-825628
-115,257,505,45,-12132128
1,554,448,42,-266117
453,692,457,40,-7159435
223,702,538,44,-2912581
143,196,168,45,-10400650
301,326,563,46,-5564053
448,205,291,44,-5039849
-60,345,102,42,-1433002
104,527,103,47,-2470970
591,22,853,47,-4724198
657,596,824,47,-14076747
500,38,313,42,-14048637
132,714,388,48,-16680028
434,287,419,45,-929834
40,352,991,44,-3029689
316,186,160,44,-7496262
198,-1,471,43,-1121149
66,417,963,46,-3538251
549,202,934,45,-15917135
604,144,206,42,-15032522
376,326,272,46,-3955789
507,124,632,43,-13814584
446,25,778,46,-12027691
611,151,660,41,-642907
-98,-7,93,48,-3725975
271,679,559,48,-3988206
647,129,488,41,-6621755
220,180,137,48,-3836459
114,317,258,42,-1086434
662,207,742,44,-14364966
296,-7,857,46,-1520904
337,-10,913,49,-688087
194,563,116,40,-1624232
484,286,106,45,-2948881
164,291,472,43,-7841077
492,464,112,40,-3985793
330,421,162,41,-6026967
8,632,466,40,-1113555
-112,-18,182,43,-5497979
578,-43,884,44,-10744183
377,639,993,45,-13785540
242,191,642,48,-3608876
281,182,242,43,-7661986
518,380,838,44,-7584646
237,502,593,41,-134959
614,452,691,42,-11212238
402,179,937,48,-4064179
-103,268,793,48,-16319299
328,576,706,45,-3336621
359,647,146,48,-1240331
344,-21,397,42,-16492135
85,459,603,41,-268172
222,355,47,42,-770894
443,32,4,46,-6716286
437,470,798,42,-14966959
501,386,366,47,-11898243
511,42,996,42,-16566045
-100,611,468,45,-1339109
390,666,786,49,-5963899
-27,-4,302,44,-5060499
250,115,543,49,-6929019
262,663,395,49,-3218770
210,631,872,46,-16589
-78,15,367,40,-9207290
100,657,492,49,-1594017
657,365,424,48,-12404601
677,3,118,44,-8410469
-31,267,901,47,-2920182
321,-35,712,46,-12413246
646,261,796,45,-7811151
186,496,887,45,-1764678
180,159,558,49,-10333551
369,323,29,42,-12861838
76,121,373,46,-5141562
497,33,567,47,-5196141
190,567,422,42,-9951925
549,76,838,44,-7281958
-86,635,830,43,-1895878
653,202,68,47,-11381949
302,415,697,44,-1208294
174,581,785,45,-3352874
656,264,191,41,-3506466
660,-42,314,47,-4888727
-119,181,848,42,-7398301
242,-1,772,40,-5146777
284,594,934,45,-8758168
202,128,583,48,-10763760
170,460,641,42,-10920384
49,220,697,48,-14167653
627,359,296,47,-8778656
588,193,88,45,-4218916
-48,548,488,49,-11680504
566,348,44,46,-12409336
161,395,13,46,-15984159
301,271,46,43,-4631416
641,700,743,46,-2836404
531,677,811,43,-18662
-84,394,479,42,-10043086
-119,227,92,42,-12014872
87,643,655,49,-1631071
59,101,186,42,-11685312
14,511,343,43,-9157230
92,744,177,46,-3024091
182,245,721,42,-6736282
185,324,498,49,-16667707
511,479,990,47,-11082673
452,512,573,43,-9247138
359,250,252,46,-11659925
471,518,524,47,-16672600
106,715,340,40,-5824543
1,84,929,46,-5188788
184,254,664,44,-2649720
275,251,687,46,-4551341
43,591,312,44,-10556054
425,535,447,43,-4128780
148,427,789,43,-15103929
603,241,850,45,-8247046
248,328,501,47,-643898
560,628,938,47,-3896647
676,104,501,47,-1250741
278,381,255,40,-8561596
113,238,920,48,-9854827
438,138,23,47,-4811280
419,312,139,40,-1227665
16,595,727,48,-2421359
26,522,203,48,-1015064
204,159,856,49,-114580
178,71,570,49,-7896945
417,346,105,43,-16235281
538,602,510,43,-7970894
433,304,694,45,-10430215
46,162,996,42,-6786891
162,5,104,48,-12305720
391,307,304,49,-15296334
593,677,558,41,-7791888
412,-35,432,43,-13762977
464,165,730,41,-14313713
28,521,119,46,-13219877
384,83,535,45,-6741065
80,704,162,47,-15825244
30,108,19,49,-15875164
589,239,872,46,-14921614
-108,139,72,45,-14370085
470,22,894,41,-14260153
282,43,918,49,-4774956
561,689,433,41,-10633216
396,601,405,42,-10335661
591,597,406,42,-2649734
473,522,234,40,-2956470
160,740,764,44,-6680406
-75,-29,11,41,-5928343
612,169,313,42,-4094504
522,227,593,44,-7672538
115,632,27,44,-12450150
465,387,893,47,-1157166
370,112,854,43,-522576
461,189,58,47,-12901713
441,437,534,48,-4050203
163,440,536,49,-6514691
238,280,916,40,-9853489
350,98,206,44,-8595232
227,148,90,41,-2549568
208,-13,505,41,-8105746
284,221,353,48,-11185209
102,659,870,49,-10634867
-87,30,954,47,-8699434
83,317,408,44,-4529669
603,570,604,44,-2701014
392,137,458,49,-144865
639,221,812,49,-3327948
459,532,340,40,-1969163
304,513,597,42,-3908007
149,399,724,40,-1540892
663,125,914,45,-4015434
125,624,116,40,-12307096
657,19,956,41,-11031499
442,46,849,48,-5529054
31,76,651,43,-4854068
395,511,276,48,-15120930
102,657,752,44,-13520203
376,132,350,43,-5807299
386,635,276,47,-7938741
182,304,216,46,-11949571
405,525,179,43,-16359493
-104,665,410,41,-15011836
439,469,330,48,-7454537
153,201,400,41,-13223549
572,142,669,48,-9922005
433,138,151,44,-10243935
89,191,474,49,-9719203
-24,87,580,44,-4510439
-115,-40,720,43,-10420737
437,131,671,46,-16037132
289,635,234,43,-6962991
410,409,880,40,-779921
295,0,180,43,-4893121
492,139,563,43,-14055222
-72,566,242,49,-1874372
491,421,887,43,-6968013
96,-39,666,47,-9621573
248,563,430,43,-12152728
82,553,217,41,-12610571
43,266,878,48,-15406905
655,425,795,43,-10040145
199,412,376,47,-145023
228,96,708,46,-3812366
614,726,37,45,-525658
360,533,797,47,-982268
286,-45,309,47,-9831605
5,-36,52,44,-781754
-87,57,540,43,-7442474
670,669,584,45,-14286857
643,430,893,47,-12827202
25,507,608,47,-3267400
-49,-25,348,41,-2488007
250,114,774,48,-8625664
194,-24,235,45,-1518578
279,292,489,46,-545389
221,678,130,40,-15148068
320,619,925,45,-3747070
544,-1,255,46,-13592582
-61,30,235,48,-3731298
457,562,824,46,-9115910
373,647,272,48,-10818455
134,313,827,40,-6558787
464,-4,419,46,-5003371
-62,431,251,46,-16226102
250,161,550,44,-7158320
239,63,240,47,-1219804
663,725,448,42,-3779752
103,295,729,48,-6633290
-71,462,323,42,-6642326
412,137,926,46,-12699511
245,466,520,46,-532607
-114,82,996,47,-1663445
654,251,944,44,-1449549
-103,53,781,46,-5298525
-77,612,127,44,-11350473
81,192,573,46,-12804722
179,299,764,45,-11518082
335,236,955,44,-1815820
531,353,767,48,-11402877
440,214,136,42,-4680479
563,551,56,41,-9641796
452,106,193,49,-5083531
184,380,954,45,-4403032
647,249,907,44,-15273826
-10,106,556,49,-3273061
138,587,695,46,-4484105
-74,697,114,45,-8795405
465,98,504,40,-12061306
561,70,142,42,-11568985
195,158,829,44,-2403581
664,601,357,49,-237653
189,326,626,48,-6207879
-23,401,921,48,-4830683
367,289,264,40,-1986838
101,393,486,43,-3951541
307,262,447,41,-14274337
561,364,426,46,-15370133
420,592,627,46,-2343651
164,481,328,49,-14368941
19,172,222,46,-9438049
317,715,641,41,-1711206
102,353,841,40,-10794303
256,392,666,47,-3304992
-106,594,268,42,-1639815
224,498,378,48,-5755339
-3,417,667,48,-13111652
547,600,561,43,-14846568
148,100,957,48,-7869335
379,-20,746,42,-167822
22,272,181,43,-7130041
462,430,352,42,-3463206
601,669,288,47,-10513349
679,29,141,45,-16124574
-12,252,365,43,-2051671
-105,569,209,42,-10518946
27,205,283,47,-10731153
673,174,210,44,-516529
670,395,853,42,-1622365
458,395,417,45,-9242996
-104,366,577,48,-16197027
646,627,822,45,-11319585
236,321,191,49,-15609656
265,528,18,49,-4725174
416,620,841,48,-8574309
-30,555,397,49,-2236480
-104,455,64,46,-12994539
-64,164,632,40,-10376906
185,681,483,43,-1311891
636,110,373,49,-4991387
511,554,182,41,-10104853
137,76,527,49,-12841257
617,-23,77,42,-341169
4,0,952,46,-10906785
65,473,566,48,-8331004
205,70,840,48,-7370571
-45,328,893,40,-11549464
552,273,421,40,-12008749
103,717,495,43,-8062223
179,222,176,43,-4002891
462,351,168,43,-9508440
-75,169,54,43,-7627664
339,435,582,47,-14440389
-90,564,357,44,-12277899
311,583,84,45,-6240936
583,92,259,43,-10125006
239,90,294,40,-15742919
93,395,804,46,-2740993
636,116,42,46,-8746615
308,125,918,43,-16674904
613,657,218,49,-3590970
473,652,712,45,-5922682
514,128,968,40,-15548167
503,136,529,41,-3186911
290,440,622,46,-11777587
493,177,246,44,-3618319
88,319,386,44,-13125707
457,327,876,44,-2509422
83,-15,992,40,-4270277
160,684,126,45,-888998
-4,347,566,42,-8991661
-35,85,25,40,-2850328
319,460,421,44,-6831544
478,72,903,43,-2618994
479,631,361,43,-16341183
585,224,739,40,-14207235
193,347,290,49,-7961135
591,303,393,41,-15584859
98,129,229,45,-8061060
646,177,158,44,-7167107
636,290,464,43,-13485868
488,620,334,48,-7058709
499,139,58,43,-15078588
-92,425,135,46,-14168510
-92,333,698,44,-14827813
17,295,529,40,-5244081
472,563,947,40,-7567844
187,275,965,45,-3493241
-24,739,65,49,-15540618
232,-31,484,45,-2248391
268,193,71,48,-16214824
595,392,492,41,-8319396
224,242,857,47,-11948049
13,288,12,44,-15744712
278,605,289,44,-14938655
192,647,392,47,-6951893
296,263,931,46,-6739545
484,513,212,48,-11340981
612,710,452,48,-2417102
507,211,449,49,-11652713
440,578,721,40,-1758773
407,201,376,41,-786164
-78,374,19,48,-1442794
-80,-5,253,47,-4834631
-69,612,555,47,-1629209
-46,369,356,48,-11210229
-38,316,818,41,-7122323
48,-3,62,48,-11793030
512,617,500,41,-3626480
289,-35,468,46,-9201530
267,594,740,47,-14771993
431,63,152,48,-5775603
108,415,875,44,-16402869
603,113,496,47,-14944819
591,686,563,43,-15221949
-57,81,314,48,-4410490
182,671,916,40,-16285375
-10,51,113,49,-449650
-102,319,421,42,-11312799
598,400,107,45,-6652296
435,-21,251,42,-16386137
495,460,146,45,-5831081
294,489,456,43,-11332624
-8,699,81,48,-82839
225,717,460,45,-8245522
283,301,391,43,-14953149
510,420,228,47,-5700734
19,543,872,42,-9286873
397,261,524,40,-8468725
433,157,166,42,-396430
475,733,356,40,-16097622
81,111,375,41,-6394471
338,642,490,43,-2193082
146,-32,846,41,-168646
596,128,923,46,-8433590
16,-27,0,45,-9547997
-47,631,103,48,-334574
227,-25,961,43,-7115605
119,-42,348,43,-14816680
262,25,497,42,-878946
396,203,565,46,-1344762
503,209,341,49,-1233003
556,657,7,49,-12068892
112,69,452,46,-9291590
361,543,170,43,-9660565
74,52,620,46,-9461448
-12,141,35,48,-3119769
52,279,669,47,-5458921
-33,226,790,46,-3305045
523,557,665,43,-2834447
-36,153,673,42,-2155337
258,474,424,47,-16071335
541,12,896,43,-7451197
188,298,205,41,-14754242
50,123,343,46,-14494233
255,648,346,43,-9977845
556,376,635,40,-11918396
553,557,851,49,-8458016
245,260,428,46,-7654496
400,339,518,41,-11332413
530,644,264,44,-12304696
0,727,841,43,-14070
137,242,810,41,-6393538
70,-21,619,47,-220444
641,537,413,43,-15084284
